关键字,time,last,lastrank,lastheat,字段5
"""全国8地新增病例降为零""",已有记录在榜时间约为 219 分钟,2020年02月19日20时16分,50,159178,
,404 - Not Found,,,,
"""全国查扣假劣口罩1630余万只""",已有记录在榜时间约为 32 分钟,2020年02月13日19时05分,50,153248,新
"""全国查扣假劣口罩2500余万只""",已有记录在榜时间约为 32 分钟,2020年02月19日19时41分,43,227991,新
"""全国超20人故意隐瞒致人感染被立案""",已有记录在榜时间约为 261 分钟,2020年02月08日10时26分,50,135392,
"""全国超30城上线公交健康申报""",已有记录在榜时间约为 46 分钟,2020年02月17日22时46分,50,181208,新
"""全国道路客运及城市公交有序恢复运营""",已有记录在榜时间约为 48 分钟,2020年02月12日23时03分,50,185082,新
"""全国第1例新冠肺炎逝世患者遗体解剖""",已有记录在榜时间约为 1196 分钟,2020年02月17日16时49分,34,262094,
"""全国多地无新增确诊病例""",已有记录在榜时间约为 121 分钟,2020年02月20日11时56分,49,185371,
"""全国多名基层干部获火线提拔""",已有记录在榜时间约为 200 分钟,2020年02月14日14时18分,50,161544,
"""全国范围取消3月雅思考试""",已有记录在榜时间约为 406 分钟,2020年02月15日00时01分,50,193535,
"""全国感染病毒医务人员超9成来自湖北""",已有记录在榜时间约为 748 分钟,2020年02月25日08时54分,49,136075,
"""全国高等教育自学考试推迟举行""",已有记录在榜时间约为 176 分钟,2020年02月27日20时16分,50,176698,
,404 - Not Found,,,,
"""全国公安民警辅警49人因公牺牲""",已有记录在榜时间约为 124 分钟,2020年02月26日12时49分,49,208791,
"""全国检出境外新冠肺炎输入病例75例""",已有记录在榜时间约为 46 分钟,2020年03月04日13时40分,48,224506,新
"""全国口罩日产量超5400万""",已有记录在榜时间约为 51 分钟,2020年02月25日17时39分,50,155159,新
"""全国累计报告境外输入确诊病例20例""",已有记录在榜时间约为 118 分钟,2020年03月05日10时54分,47,166938,
"""全国累计确诊40171例新冠肺炎""",已有记录在榜时间约为 410 分钟,2020年02月10日14时52分,50,246839,
"""全国累计确诊新冠肺炎37198例""",已有记录在榜时间约为 470 分钟,2020年02月09日16时26分,34,349728,
"""全国累计确诊新冠肺炎44653例""",已有记录在榜时间约为 220 分钟,2020年02月12日14时28分,50,226354,
"""全国累计确诊新冠肺炎59804例""",已有记录在榜时间约为 1139 分钟,2020年02月14日11时22分,47,232819,
"""全国累计确诊新冠肺炎63851例""",已有记录在榜时间约为 151 分钟,2020年02月14日13时27分,49,244220,
"""全国累计确诊新冠肺炎66492例""",已有记录在榜时间约为 501 分钟,2020年02月16日06时18分,39,30115,
"""全国累计确诊新冠肺炎68500例""",已有记录在榜时间约为 277 分钟,2020年02月16日13时53分,50,191254,
"""全国累计确诊新冠肺炎70548例""",已有记录在榜时间约为 457 分钟,2020年02月17日16时50分,50,82974,
"""全国累计确诊新冠肺炎72436例""",已有记录在榜时间约为 387 分钟,2020年02月18日14时31分,50,109619,
"""全国累计确诊新冠肺炎74576例""",已有记录在榜时间约为 58 分钟,2020年02月20日11时30分,50,222457,新
"""全国累计确诊新冠肺炎75465例""",已有记录在榜时间约为 430 分钟,2020年02月21日16时40分,35,346359,
"""全国累计确诊新冠肺炎76288例""",已有记录在榜时间约为 157 分钟,2020年02月22日11时31分,50,198933,
"""全国累计确诊新冠肺炎76936例""",已有记录在榜时间约为 480 分钟,2020年02月23日18时06分,35,361495,
"""全国累计确诊新冠肺炎77150例""",已有记录在榜时间约为 189 分钟,2020年02月24日14时23分,50,209680,
"""全国累计确诊新冠肺炎77658例""",已有记录在榜时间约为 101 分钟,2020年02月25日10时53分,50,205552,
"""全国累计确诊新冠肺炎79824例""",已有记录在榜时间约为 280 分钟,2020年03月01日12时48分,50,190225,
"""全国累计确诊新型肺炎31161例""",已有记录在榜时间约为 314 分钟,2020年02月07日15时50分,50,126905,
"""全国累计确诊新型肺炎34546例""",已有记录在榜时间约为 452 分钟,2020年02月08日16时05分,50,132414,
"""全国累计确诊新型肺炎42638例""",已有记录在榜时间约为 368 分钟,2020年02月11日14时35分,50,171964,
"""全国累计新冠肺炎78064例""",已有记录在榜时间约为 615 分钟,2020年02月26日20时13分,38,309102,
"""全国累计治愈出院病例24734例""",已有记录在榜时间约为 20 分钟,2020年02月24日15时19分,47,226020,新
"""全国累计治愈出院病例破万""",已有记录在榜时间约为 161 分钟,2020年02月17日12时33分,50,120298,
"""全国累计治愈出院超2千例""",已有记录在榜时间约为 392 分钟,2020年02月10日00时14分,置顶,,热
"""全国累计治愈出院超2万""",已有记录在榜时间约为 20 分钟,2020年02月22日10时06分,44,243444,新
"""全国累计治愈出院超3千例""",已有记录在榜时间约为 32 分钟,2020年02月10日11时46分,44,423365,新
"""全国累计治愈出院超4万人""",已有记录在榜时间约为 20 分钟,2020年03月01日15时30分,44,218731,新
"""全国累计治愈出院人数超3万""",已有记录在榜时间约为 19 分钟,2020年02月27日10时53分,39,267891,新
"""全国累计治愈首超现有确诊病例数""",已有记录在榜时间约为 516 分钟,2020年03月01日20时24分,置顶,,热
"""全国连续13天治愈出院超千人""",已有记录在榜时间约为 29 分钟,2020年02月25日11时28分,50,157061,新
"""全国连续20天治愈出院超千人""",已有记录在榜时间约为 38 分钟,2020年03月03日16时24分,50,117118,新
"""全国连续3天治愈出院超两千人""",已有记录在榜时间约为 67 分钟,2020年02月23日16时21分,49,198584,新
"""全国每天约减免15亿通行费""",已有记录在榜时间约为 238 分钟,2020年03月06日17时49分,49,152508,
"""全国美食挑战赛""",已有记录在榜时间约为 20 分钟,2020年02月28日11时00分,43,224354,新
"""全国年龄最大危重症患者出院""",已有记录在榜时间约为 144 分钟,2020年03月01日15时42分,50,165863,
"""全国人民超长假期缩影""",已有记录在榜时间约为 414 分钟,2020年02月27日17时33分,50,190250,
"""全国收缴39000多只野生动物""",已有记录在榜时间约为 400 分钟,2020年02月28日05时22分,50,12016,
"""全国首个5G医用测温巡逻机器人""",已有记录在榜时间约为 99 分钟,2020年02月08日09时13分,49,134794,
"""全国首个口罩自助售卖机""",已有记录在榜时间约为 389 分钟,2020年03月05日15时08分,50,131461,
"""全国铁路开行务工专列""",已有记录在榜时间约为 37 分钟,2020年02月23日21时03分,50,156816,新
"""全国铁路开行务工专列115列""",已有记录在榜时间约为 99 分钟,2020年02月28日08时38分,49,137581,
"""全国铁路客流持续低位运行""",已有记录在榜时间约为 107 分钟,2020年02月10日22时07分,49,180135,
"""全国新冠肺炎累计死亡破千""",已有记录在榜时间约为 490 分钟,2020年02月11日18时07分,50,96477,
"""全国新冠肺炎治愈比例明显上升""",已有记录在榜时间约为 299 分钟,2020年02月12日10时51分,置顶,,热
"""全国新增3143例新型肺炎""",已有记录在榜时间约为 178 分钟,2020年02月07日11时35分,50,109046,
"""全国新增394例新冠肺炎""",已有记录在榜时间约为 57 分钟,2020年02月20日11时26分,50,227576,新
"""全国新增397例新冠肺炎""",已有记录在榜时间约为 167 分钟,2020年02月22日12时18分,50,240116,
"""全国新增报告境外输入确诊病例16例""",已有记录在榜时间约为 32 分钟,2020年03月06日10时43分,38,228822,新
"""全国新增确诊病例连续两天明显下降""",已有记录在榜时间约为 370 分钟,2020年02月07日22时51分,36,351898,
,404 - Not Found,,,,
"""全国新增治愈出院病例超3000例""",已有记录在榜时间约为 100 分钟,2020年02月28日10时19分,50,166721,
"""全国医务人员确诊新冠肺炎1716例""",已有记录在榜时间约为 371 分钟,2020年02月14日22时03分,50,231043,
"""全国已采集544人次血浆""",已有记录在榜时间约为 173 分钟,2020年02月28日18时59分,48,273478,
"""全国疫情发展拐点尚未到来""",已有记录在榜时间约为 786 分钟,2020年02月22日10时54分,50,237796,
"""全国疫情防控效果已经显现""",已有记录在榜时间约为 405 分钟,2020年02月16日22时22分,50,268171,
"""全国疫情总体呈下降趋势""",已有记录在榜时间约为 444 分钟,2020年02月11日19时46分,49,167838,
,404 - Not Found,,,,
"""全国治愈病例数与死亡病例数比值扩大""",已有记录在榜时间约为 54 分钟,2020年03月05日17时55分,50,153612,新
,404 - Not Found,,,,
"""全国治愈出院年龄最小的患者""",已有记录在榜时间约为 577 分钟,2020年02月16日20时41分,置顶,,热
,404 - Not Found,,,,
"""全家一起上清华""",已有记录在榜时间约为 20 分钟,2020年02月12日13时58分,3,2032905,荐
"""全军医护保持零感染""",已有记录在榜时间约为 187 分钟,2020年03月02日14时41分,50,134686,
"""全面禁止非法野生动物交易""",已有记录在榜时间约为 219 分钟,2020年02月24日16时58分,50,149483,
"""全面清理规范野生动物人工繁育从业机构""",已有记录在榜时间约为 32 分钟,2020年02月27日15时00分,45,249443,新
"""全面调查李文亮事件""",已有记录在榜时间约为 373 分钟,2020年02月07日22时51分,15,1012750,热
"""全面暂停离汉离鄂网约车业务""",已有记录在榜时间约为 939 分钟,2020年03月02日11时44分,35,310739,
"""全民抗疫特别节目""",已有记录在榜时间约为 30 分钟,2020年02月09日17时49分,3,3998062,荐
"""全民免费领抗疫险""",已有记录在榜时间约为 25 分钟,2020年02月20日22时00分,3,2845852,荐
"""全明星MVP命名科比MVP""",已有记录在榜时间约为 370 分钟,2020年02月16日16时07分,50,111829,
,404 - Not Found,,,,
"""全明星新规则""",已有记录在榜时间约为 32 分钟,2020年02月17日13时34分,43,172490,新
"""全球多国现抢购潮""",已有记录在榜时间约为 214 分钟,2020年03月05日12时17分,50,176148,
"""全球15个国家地区学校全面停课""",已有记录在榜时间约为 31 分钟,2020年03月05日12时57分,42,360904,新
"""全球股市一周蒸发6万亿美元""",已有记录在榜时间约为 254 分钟,2020年02月29日22时52分,50,185060,
"""全球航司将损失290亿美元收入""",已有记录在榜时间约为 719 分钟,2020年02月23日08时19分,50,78685,
"""全球科学家发表声明反对阴谋论""",已有记录在榜时间约为 39 分钟,2020年02月19日20时17分,49,219067,新
"""全球首例老年新冠肺移植手术成功""",已有记录在榜时间约为 33 分钟,2020年03月02日17时34分,50,129186,新
"""全球首例新冠肺炎病人肺移植手术成功""",已有记录在榜时间约为 228 分钟,2020年03月01日14时40分,47,237549,
"""全球新冠肺炎确诊83652例""",已有记录在榜时间约为 31 分钟,2020年02月29日11时36分,43,254883,新
"""全身哪最易沾上新冠病毒""",已有记录在榜时间约为 391 分钟,2020年02月27日19时07分,50,260466,
"""痊愈后肺功能会受影响吗""",已有记录在榜时间约为 973 分钟,2020年02月21日08时25分,49,104892,
"""确保年底前生猪产能恢复到常年水平""",已有记录在榜时间约为 171 分钟,2020年02月10日17时19分,50,224794,
"""确保小微企业贷款不受疫情冲击""",已有记录在榜时间约为 31 分钟,2020年02月14日21时01分,43,221155,新
"""确保学校不因资金问题影响疫情防控""",已有记录在榜时间约为 128 分钟,2020年02月11日11时20分,49,93324,
"""确保疫情高发区计划返京人员暂不返京""",已有记录在榜时间约为 79 分钟,2020年02月27日10时34分,42,194878,新
"""确保应急运输车不停车不检查不收费""",已有记录在榜时间约为 32 分钟,2020年02月12日13时53分,41,337589,新
"""确诊宝宝看到穿防护服的人会笑""",已有记录在榜时间约为 480 分钟,2020年02月11日21时03分,49,162306,
"""确诊病例存量正加速消化""",已有记录在榜时间约为 136 分钟,2020年02月22日18时01分,50,111614,
"""确诊菜市场摊主曾隐瞒行程被立案""",已有记录在榜时间约为 327 分钟,2020年02月16日20时30分,50,119073,
"""确诊和疑似患者都实行先救治后结算""",已有记录在榜时间约为 181 分钟,2020年02月20日19时34分,49,226965,
"""确诊患者私自出院散步发视频炫耀""",已有记录在榜时间约为 405 分钟,2020年03月01日21时35分,50,181069,
"""确诊老师在武汉方舱医院直播开课""",已有记录在榜时间约为 263 分钟,2020年02月20日19时31分,50,197481,
"""确诊小伙40多位密切接触者未被感染""",已有记录在榜时间约为 774 分钟,2020年02月16日08时37分,49,150975,
"""确诊新冠肺炎患者16天无症状""",已有记录在榜时间约为 417 分钟,2020年02月10日20时38分,50,151410,
"""群聊到底有什么用""",已有记录在榜时间约为 283 分钟,2020年02月23日17时42分,50,208365,
"""让你被气到的角色""",已有记录在榜时间约为 476 分钟,2020年03月04日07时20分,49,53045,
"""让孩子背古诗有多难""",已有记录在榜时间约为 391 分钟,2020年02月18日10时23分,49,119583,
"""让你觉得最甜的校园动漫""",已有记录在榜时间约为 31 分钟,2020年03月05日15时06分,44,221884,新
"""让女孩子都羡慕的身材""",已有记录在榜时间约为 988 分钟,2020年02月18日11时37分,50,107062,
"""让人上头的神剪辑""",已有记录在榜时间约为 27 分钟,2020年02月25日21时58分,6,1255974,荐
"""让人讨厌不起来的反派""",已有记录在榜时间约为 815 分钟,2020年02月25日09时53分,50,160152,
"""让谢广坤气死了""",已有记录在榜时间约为 772 分钟,2020年02月20日11时18分,49,194497,
"""热刺大将冲看台和球迷爆冲突""",已有记录在榜时间约为 32 分钟,2020年03月05日17时06分,43,220560,新
"""热血黄子韬就是刚""",已有记录在榜时间约为 9 分钟,2020年02月19日19时45分,6,1479037,
"""人教社免费公布全学段教材电子版""",已有记录在榜时间约为 196 分钟,2020年02月10日14时24分,50,218458,
"""人民币也被隔离消毒""",已有记录在榜时间约为 186 分钟,2020年03月04日13时40分,46,243036,
"""人民文娱发文呼吁理性追星""",已有记录在榜时间约为 173 分钟,2020年03月02日16时58分,41,226367,
"""人人影视""",已有记录在榜时间约为 902 分钟,2020年03月01日14时13分,50,239740,
"""人社部回应毕业生就业问题""",已有记录在榜时间约为 165 分钟,2020年02月24日14时21分,49,187415,
"""人一闲下来满脑子都是才华""",已有记录在榜时间约为 371 分钟,2020年02月08日08时48分,50,111836,
"""人一闲下来有多可怕""",已有记录在榜时间约为 351 分钟,2020年02月08日20时49分,50,251179,
"""认真的告白有多甜""",已有记录在榜时间约为 620 分钟,2020年03月02日08时31分,41,182146,
"""任嘉伦 芭莎封面""",已有记录在榜时间约为 309 分钟,2020年02月14日17时58分,50,176656,
"""任嘉伦 还想再演一次锦衣卫""",已有记录在榜时间约为 450 分钟,2020年02月10日22时20分,50,158702,
"""任嘉伦 时尚芭莎封面""",已有记录在榜时间约为 798 分钟,2020年02月14日07时29分,50,38558,
"""任嘉伦谭松韵合唱六月的雨""",已有记录在榜时间约为 280 分钟,2020年03月01日12时19分,50,256601,
"""任嘉伦不会滑旱冰""",已有记录在榜时间约为 750 分钟,2020年03月01日09时51分,50,162063,
"""任嘉伦眼神""",已有记录在榜时间约为 426 分钟,2020年02月09日20时36分,50,156255,
"""任嘉伦演活了陆绎""",已有记录在榜时间约为 442 分钟,2020年02月10日20时46分,50,130937,
"""任命吴磊为山东省监狱管理局局长""",已有记录在榜时间约为 405 分钟,2020年02月23日17时15分,50,128478,
"""任子威夺冠""",已有记录在榜时间约为 739 分钟,2020年02月09日11时43分,49,85936,
"""任子威铜牌""",已有记录在榜时间约为 38 分钟,2020年02月16日10时30分,49,180137,
"""日本""",已有记录在榜时间约为 972 分钟,2020年02月24日11时35分,50,198454,
"""日本15000人戴口罩看足球赛""",已有记录在榜时间约为 798 分钟,2020年02月23日09时22分,50,137794,
"""日本50万人参跑马拉松""",已有记录在榜时间约为 756 分钟,2020年02月17日09时44分,50,186981,
"""日本奥运大臣称赛事活动正常进行""",已有记录在榜时间约为 103 分钟,2020年02月19日18时19分,50,155061,
"""日本芭蕾舞团唱中国国歌""",已有记录在榜时间约为 876 分钟,2020年02月13日13时05分,50,125586,
"""日本白色恋人暂停生产""",已有记录在榜时间约为 872 分钟,2020年02月22日10时50分,50,170553,
"""日本北海道教师感染新冠肺炎""",已有记录在榜时间约为 190 分钟,2020年02月26日16时03分,50,186047,
"""日本北海道所有中小学停课""",已有记录在榜时间约为 196 分钟,2020年02月27日17时17分,50,195511,
"""日本出现首例下船后确认感染病例""",已有记录在榜时间约为 707 分钟,2020年02月23日11时02分,50,132019,
"""日本出现首例新冠肺炎死亡病例""",已有记录在榜时间约为 664 分钟,2020年02月14日07时30分,50,46135,
"""日本大学入学考试照常举行""",已有记录在榜时间约为 143 分钟,2020年02月25日21时12分,50,209017,
"""日本多地出现无法确认感染路径病例""",已有记录在榜时间约为 352 分钟,2020年02月25日13时31分,50,276803,
"""日本多所大学拒绝感染者参加考试""",已有记录在榜时间约为 276 分钟,2020年02月21日16时39分,50,185356,
,404 - Not Found,,,,
"""日本福岛核禁区解禁""",已有记录在榜时间约为 115 分钟,2020年03月04日19时45分,50,213095,
"""日本公布钻石公主号感染者国籍""",已有记录在榜时间约为 337 分钟,2020年02月19日22时13分,50,225851,
"""日本共同社10人隔离""",已有记录在榜时间约为 120 分钟,2020年02月18日17时21分,49,189509,
"""日本官员称东京奥运会将如期举行""",已有记录在榜时间约为 103 分钟,2020年02月22日11时56分,50,219726,
"""日本国内累计确诊616例""",已有记录在榜时间约为 384 分钟,2020年02月19日05时51分,6,148041,
"""日本厚劳大臣发布会咳嗽""",已有记录在榜时间约为 921 分钟,2020年02月21日08时07分,50,70983,
"""日本欢迎中国队奥运前赴日集训""",已有记录在榜时间约为 233 分钟,2020年02月22日14时34分,50,156576,
"""日本回应东京奥运可能取消""",已有记录在榜时间约为 368 分钟,2020年02月26日19时54分,50,217618,
"""日本将恢复从中国进口口罩""",已有记录在榜时间约为 870 分钟,2020年02月22日07时35分,49,49293,
"""日本将新冠肺炎检测纳入医保""",已有记录在榜时间约为 98 分钟,2020年03月05日12时26分,48,242500,
"""日本教授删除邮轮视频并道歉""",已有记录在榜时间约为 259 分钟,2020年02月20日18时18分,50,155782,
"""日本街道挂标语为武汉加油""",已有记录在榜时间约为 178 分钟,2020年02月12日12时35分,49,205349,
"""日本京都教育局决定各学校正常上课""",已有记录在榜时间约为 379 分钟,2020年02月28日21时34分,50,177907,
"""日本口罩一只卖300元""",已有记录在榜时间约为 505 分钟,2020年03月03日20时41分,50,192260,
"""日本累计报告763例确诊病例""",已有记录在榜时间约为 582 分钟,2020年02月23日08时32分,50,97930,
"""日本累计确诊728例新冠肺炎""",已有记录在榜时间约为 397 分钟,2020年02月21日13时50分,50,199579,
"""日本累计确诊919例新冠肺炎""",已有记录在榜时间约为 218 分钟,2020年02月28日11时22分,50,187654,
"""日本累计确诊病例破千""",已有记录在榜时间约为 121 分钟,2020年03月04日10时49分,50,119839,
"""日本累计确诊新冠肺炎838例""",已有记录在榜时间约为 254 分钟,2020年02月24日13时11分,50,179288,
"""日本累计确诊新冠肺炎955例""",已有记录在榜时间约为 183 分钟,2020年03月02日03时53分,50,24279,
"""日本累计确诊新冠肺炎962例""",已有记录在榜时间约为 159 分钟,2020年03月02日16时35分,50,139297,
"""日本累计确诊新冠肺炎999例""",已有记录在榜时间约为 56 分钟,2020年03月04日08时43分,50,165355,新
"""日本裸祭""",已有记录在榜时间约为 1016 分钟,2020年02月18日10时02分,50,89724,
"""日本墓碑出现大面积断货""",已有记录在榜时间约为 22 分钟,2020年03月05日21时53分,6,1853677,
"""日本拟将新冠肺炎检测纳入医保""",已有记录在榜时间约为 125 分钟,2020年02月27日18时05分,50,205684,
"""日本女孩鞠躬为武汉募捐""",已有记录在榜时间约为 698 分钟,2020年02月10日08时08分,46,81102,
"""日本偶像握手会""",已有记录在榜时间约为 217 分钟,2020年02月24日13时23分,50,188752,
"""日本批准钻石公主号部分乘客提前下船""",已有记录在榜时间约为 133 分钟,2020年02月13日22时48分,50,251811,
"""日本乒乓球学校发生新冠肺炎集体感染""",已有记录在榜时间约为 149 分钟,2020年03月04日19时57分,50,225791,
"""日本旗袍女孩为武汉募集50万日元""",已有记录在榜时间约为 280 分钟,2020年02月14日16时44分,50,167069,
"""日本企业允许员工带孩子上班""",已有记录在榜时间约为 141 分钟,2020年03月03日14时32分,50,208977,
"""日本签证""",已有记录在榜时间约为 777 分钟,2020年03月06日08时48分,50,129224,
"""日本取消奥运会相关峰会""",已有记录在榜时间约为 293 分钟,2020年02月21日19时11分,50,110510,
"""日本全国学校从3月2日起放假""",已有记录在榜时间约为 239 分钟,2020年02月27日22时00分,50,188376,
"""日本确诊患者人数突破500人""",已有记录在榜时间约为 845 分钟,2020年02月18日10时37分,50,112458,
"""日本神户大学教授录制告发视频""",已有记录在榜时间约为 296 分钟,2020年02月20日00时40分,50,136896,
"""日本首家因疫情倒闭企业""",已有记录在榜时间约为 799 分钟,2020年03月01日11时45分,50,174283,
"""日本司机采访中被告知确诊新冠肺炎""",已有记录在榜时间约为 468 分钟,2020年02月18日16时58分,50,99002,
"""日本寺庙发免费印经文的纸口罩""",已有记录在榜时间约为 242 分钟,2020年03月03日19时42分,50,274132,
"""日本天皇寿宴如期举行""",已有记录在榜时间约为 476 分钟,2020年02月24日20时49分,49,166084,
"""日本网民疯抢花岗岩""",已有记录在榜时间约为 954 分钟,2020年03月05日08时12分,50,84327,
"""日本网友用中文表达感谢""",已有记录在榜时间约为 741 分钟,2020年03月02日11时54分,48,209766,
"""日本未来两周暂停大型活动""",已有记录在榜时间约为 742 分钟,2020年02月27日08时20分,33,191488,
"""日本新冠肺炎病例累计确诊850例""",已有记录在榜时间约为 116 分钟,2020年02月25日10时35分,49,164704,
"""日本新冠肺炎病例累计确诊861例""",已有记录在榜时间约为 784 分钟,2020年02月26日10时47分,50,172827,
"""日本新冠肺炎感染者945人""",已有记录在榜时间约为 217 分钟,2020年02月29日23时30分,50,162663,
"""日本新冠肺炎累计死亡11人""",已有记录在榜时间约为 32 分钟,2020年02月29日11时49分,41,278074,新
"""日本新冠肺炎确诊感染者共947人""",已有记录在榜时间约为 204 分钟,2020年03月01日18时03分,50,126788,
"""日本新冠肺炎确诊人数达737人""",已有记录在榜时间约为 694 分钟,2020年02月22日08时54分,50,159933,
"""日本新冠肺炎治疗方案""",已有记录在榜时间约为 148 分钟,2020年03月03日12时15分,50,264010,
"""日本新确诊26例新冠肺炎""",已有记录在榜时间约为 107 分钟,2020年02月23日11时46分,50,181793,
"""日本新潟乒乓教室5位学员感染新冠肺炎""",已有记录在榜时间约为 101 分钟,2020年03月05日11时39分,50,129176,
"""日本学生停课后涌上街头""",已有记录在榜时间约为 506 分钟,2020年03月05日21时23分,50,155676,
"""日本医院6000个口罩被盗""",已有记录在榜时间约为 591 分钟,2020年02月19日05时51分,14,43817,
"""日本疫情""",已有记录在榜时间约为 2632 分钟,2020年03月04日08时15分,50,111291,
"""日本邮轮23人未经检测下船""",已有记录在榜时间约为 93 分钟,2020年02月23日20时50分,50,172939,
"""日本邮轮公司因疫情破产""",已有记录在榜时间约为 221 分钟,2020年03月03日17时44分,49,269717,
"""日本邮轮累计130人感染新冠肺炎""",已有记录在榜时间约为 364 分钟,2020年02月10日21时03分,50,153020,
"""日本邮轮累计70人感染新冠肺炎""",已有记录在榜时间约为 120 分钟,2020年02月10日12时19分,49,387716,
"""日本邮轮确诊174例新冠肺炎""",已有记录在榜时间约为 282 分钟,2020年02月12日13时40分,50,281237,
"""日本邮轮易感人群将获准下船留观""",已有记录在榜时间约为 317 分钟,2020年02月11日20时38分,50,109574,
"""日本再向中国捐赠10万套防护服""",已有记录在榜时间约为 293 分钟,2020年02月07日20时28分,50,192272,
"""日本暂不强制取消大型活动""",已有记录在榜时间约为 345 分钟,2020年02月21日13时36分,50,196310,
"""日本正尽全力让奥运会如期举行""",已有记录在榜时间约为 56 分钟,2020年03月03日23时03分,49,292081,
"""日本政府呼吁远程办公错峰出勤""",已有记录在榜时间约为 711 分钟,2020年02月18日01时19分,34,221581,
"""日本政府回应教授控诉钻石公主号""",已有记录在榜时间约为 635 分钟,2020年02月20日09时54分,50,198119,
"""日本专家称日本已处在疫情早期""",已有记录在榜时间约为 489 分钟,2020年02月17日23时42分,50,129799,
"""日本自民党议员每人出5000支援中国""",已有记录在榜时间约为 426 分钟,2020年02月11日19时34分,50,168198,
"""日本钻石公主号累计确诊218例""",已有记录在榜时间约为 317 分钟,2020年02月13日18时17分,50,224767,
"""日本最大时装秀组委会称将如期举行""",已有记录在榜时间约为 153 分钟,2020年02月22日10时42分,50,177887,
"""容器的形状决定猫的形状""",已有记录在榜时间约为 234 分钟,2020年03月01日14时50分,50,222565,
"""容易想太多的人的纠结日常""",已有记录在榜时间约为 99 分钟,2020年02月15日20时01分,42,242941,
"""融化甜筒包""",已有记录在榜时间约为 32 分钟,2020年02月22日16时01分,42,244831,新
"""肉体上感到最痛的一次经历""",已有记录在榜时间约为 416 分钟,2020年02月24日14时29分,50,230271,
"""如果电视剧没有特效""",已有记录在榜时间约为 375 分钟,2020年02月29日07时11分,50,21264,
"""如果理发店再不开门""",已有记录在榜时间约为 977 分钟,2020年02月07日10时58分,50,66497,
"""如果明天学校开学""",已有记录在榜时间约为 462 分钟,2020年02月25日20时25分,50,165857,
"""如果能和宠物谈话一小时""",已有记录在榜时间约为 243 分钟,2020年03月03日11时15分,50,223076,
"""如果我身材好的话""",已有记录在榜时间约为 476 分钟,2020年02月23日17时01分,49,172048,
"""如果学校再不开学""",已有记录在榜时间约为 621 分钟,2020年02月22日21时29分,50,154108,
"""如果再不复工""",已有记录在榜时间约为 454 分钟,2020年02月23日15时17分,50,166579,
"""如果指定对象穿一次衣服""",已有记录在榜时间约为 184 分钟,2020年02月15日21时24分,42,255453,
"""如果重来你会选择什么职业""",已有记录在榜时间约为 44 分钟,2020年02月25日15时43分,50,154765,新
"""如何建立和谐的家庭关系""",已有记录在榜时间约为 24 分钟,2020年02月16日13时21分,43,233143,新
"""如何科学节约口罩""",已有记录在榜时间约为 237 分钟,2020年02月13日16时18分,50,169193,
"""如何快速简单营造电影感""",已有记录在榜时间约为 101 分钟,2020年02月16日09时14分,50,190693,
"""如何理解得不到才是最好的""",已有记录在榜时间约为 37 分钟,2020年03月06日10时20分,50,129119,新
"""如何区分感冒流感和新冠肺炎""",已有记录在榜时间约为 784 分钟,2020年02月07日12时11分,50,90814,
"""如何吸引一个人的注意力""",已有记录在榜时间约为 37 分钟,2020年02月23日16时59分,50,148584,新
"""如何用韩剧的方式哄女友""",已有记录在榜时间约为 194 分钟,2020年03月03日14时25分,50,215336,
"""如何用韩剧的方式冒火""",已有记录在榜时间约为 218 分钟,2020年03月04日22时49分,50,212785,
"""如何用一只猫开台灯""",已有记录在榜时间约为 640 分钟,2020年03月02日07时17分,45,69238,
"""如何在长假后恢复工作热情""",已有记录在榜时间约为 83 分钟,2020年03月02日17时01分,50,157822,新
"""如何正确取快递""",已有记录在榜时间约为 442 分钟,2020年02月07日22时51分,50,222375,
"""如梦令特效""",已有记录在榜时间约为 353 分钟,2020年02月14日13时26分,49,188639,
"""入沪道口已劝返8220名来沪人员""",已有记录在榜时间约为 262 分钟,2020年02月14日23时34分,50,208572,
"""入沪通道首现后备箱藏人""",已有记录在榜时间约为 911 分钟,2020年02月12日10时47分,50,99004,
"""入睡的必要条件""",已有记录在榜时间约为 852 分钟,2020年03月02日07时53分,41,157604,
"""入乡随俗的民族风装扮""",已有记录在榜时间约为 32 分钟,2020年03月01日20时44分,43,225886,新
"""瑞德西韦""",已有记录在榜时间约为 780 分钟,2020年02月07日08时26分,50,59046,
"""瑞德西韦临床试验结果4月27日公布""",已有记录在榜时间约为 37 分钟,2020年02月25日11时57分,50,295348,新
"""瑞德西韦临床试验在金银潭医院启动""",已有记录在榜时间约为 725 分钟,2020年02月07日12时19分,50,97025,
"""瑞士出现首例新冠肺炎死亡""",已有记录在榜时间约为 56 分钟,2020年03月05日20时03分,49,149263,新
"""瑞士女排精英赛宣布永久停办""",已有记录在榜时间约为 95 分钟,2020年02月16日22时24分,48,316973,
"""瑞士女议员戴口罩参会被逐""",已有记录在榜时间约为 187 分钟,2020年03月04日17时27分,48,218695,
"""瑞士首例新冠肺炎确诊病例""",已有记录在榜时间约为 187 分钟,2020年02月26日11时08分,50,139852,
"""撒哈拉以南非洲首现确诊病例""",已有记录在榜时间约为 156 分钟,2020年02月28日17时57分,50,152973,
"""撒野""",已有记录在榜时间约为 1390 分钟,2020年02月12日19时38分,50,218765,
